"contrast1","contrast","estimate","SE","df","z.ratio","p.value","region"
"co_longi0 - co_longi2","(ses-04A) - (ses-02A)",11.5948904366735,4.77382793697425,Inf,2.42884548621217,0.0717365196269762,"mr_y_smri__vol__aseg__csf_sum"
"co_longi0 - co_longi3","(ses-04A) - (ses-02A)",13.5932400781175,6.0573785081271,Inf,2.24407968890827,0.111528421370551,"mr_y_smri__vol__aseg__csf_sum"
"co_longi1 - co_longi2","(ses-04A) - (ses-02A)",-5.84796644898475,4.89121047304066,Inf,-1.19560719809902,0.629620632987802,"mr_y_smri__vol__aseg__csf_sum"
"co_longi1 - co_longi3","(ses-04A) - (ses-02A)",-3.84961680754071,6.14549885486823,Inf,-0.626412419634769,0.923617961170407,"mr_y_smri__vol__aseg__csf_sum"
"co_longi2 - co_longi3","(ses-04A) - (ses-02A)",1.99834964144404,7.35837274596149,Inf,0.271574940606372,0.99300160399961,"mr_y_smri__vol__aseg__csf_sum"
"co_longi0 - co_longi1","(ses-06A) - (ses-04A)",20.3539980479524,2.50799655828519,Inf,8.11564034277191,0.0000000000000519584375524573,"mr_y_smri__vol__aseg__csf_sum"
"co_longi0 - co_longi2","(ses-06A) - (ses-04A)",3.38244503427691,4.70286066538296,Inf,0.719231394452014,0.889485316485768,"mr_y_smri__vol__aseg__csf_sum"
"co_longi0 - co_longi3","(ses-06A) - (ses-04A)",4.50583514016976,5.93366878093499,Inf,0.759367485196867,0.872669946839512,"mr_y_smri__vol__aseg__csf_sum"
"co_longi1 - co_longi2","(ses-06A) - (ses-04A)",-16.9715530136755,4.82000760036638,Inf,-3.52106353782211,0.0024268403568124,"mr_y_smri__vol__aseg__csf_sum"
"co_longi1 - co_longi3","(ses-06A) - (ses-04A)",-15.8481629077826,6.02163076825195,Inf,-2.63187224818557,0.0422233497172257,"mr_y_smri__vol__aseg__csf_sum"
"co_longi2 - co_longi3","(ses-06A) - (ses-04A)",1.12339010589285,7.21803134021766,Inf,0.155636634553457,0.998658163505057,"mr_y_smri__vol__aseg__csf_sum"
"co_longi0 - co_longi1","(ses-04A) - (ses-02A)",246.575592926874,37.2211686311785,Inf,6.62460642679362,0.000000000208894457287556,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi0 - co_longi2","(ses-04A) - (ses-02A)",148.763200475775,69.9633455995284,Inf,2.1263019828597,0.144720577062639,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi0 - co_longi3","(ses-04A) - (ses-02A)",168.722444391311,88.7892127646056,Inf,1.90025836627949,0.227867184173926,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi1 - co_longi2","(ses-04A) - (ses-02A)",-97.8123924510988,71.6052666572015,Inf,-1.36599438864406,0.520795075106745,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi1 - co_longi3","(ses-04A) - (ses-02A)",-77.8531485355629,90.0060471046034,Inf,-0.864976865888615,0.822931752517832,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi2 - co_longi3","(ses-04A) - (ses-02A)",19.9592439155359,107.733961245109,Inf,0.185264179325273,0.99774525487421,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi0 - co_longi1","(ses-06A) - (ses-04A)",173.818952209165,36.7761601496562,Inf,4.7264029605546,0.0000135852032742134,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi0 - co_longi2","(ses-06A) - (ses-04A)",-101.764427669167,68.833864519545,Inf,-1.47840642653837,0.450593508227678,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi0 - co_longi3","(ses-06A) - (ses-04A)",52.3731468203947,86.9121368238124,Inf,0.602598770831802,0.931274755257347,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi1 - co_longi2","(ses-06A) - (ses-04A)",-275.583379878332,70.5204687735845,Inf,-3.90784951760785,0.000539600679553387,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi1 - co_longi3","(ses-06A) - (ses-04A)",-121.44580538877,88.1504565964214,Inf,-1.37771045185602,0.513368577147503,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi2 - co_longi3","(ses-06A) - (ses-04A)",154.137574489562,105.642053662631,Inf,1.45905507461831,0.462479558690609,"mr_y_smri__vol__aseg__lvs_sum"
"co_longi0 - co_longi1","(ses-04A) - (ses-02A)",560.525017389887,29.7967590820754,Inf,18.8116102105574,0,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi0 - co_longi2","(ses-04A) - (ses-02A)",758.588335469332,56.0489253977517,Inf,13.5343957102835,0,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi0 - co_longi3","(ses-04A) - (ses-02A)",771.067112827827,71.1293184080092,Inf,10.8403557082448,0.0000000000000367483821150927,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi1 - co_longi2","(ses-04A) - (ses-02A)",198.063318079446,57.3771103596398,Inf,3.45195700581616,0.00312331370531327,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi1 - co_longi3","(ses-04A) - (ses-02A)",210.54209543794,72.116222309701,Inf,2.91948314394191,0.0184115648878409,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi2 - co_longi3","(ses-04A) - (ses-02A)",12.4787773584943,86.3253136526173,Inf,0.144555250719509,0.998923518681633,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi0 - co_longi1","(ses-06A) - (ses-04A)",160.562332103962,29.4587157255515,Inf,5.45041859936533,0.000000300776863526586,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi0 - co_longi2","(ses-06A) - (ses-04A)",354.563061472805,55.1573486572012,Inf,6.42821074806166,0.000000000774479591569843,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi0 - co_longi3","(ses-06A) - (ses-04A)",301.451071372658,69.6346324945094,Inf,4.32903945312595,0.0000882459307806061,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi1 - co_longi2","(ses-06A) - (ses-04A)",194.000729368843,56.5134553940986,Inf,3.43282370571703,0.00334633286760544,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi1 - co_longi3","(ses-06A) - (ses-04A)",140.888739268696,70.6348640185297,Inf,1.99460622210211,0.18993935630285,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi2 - co_longi3","(ses-06A) - (ses-04A)",-53.1119901001474,84.6539671469402,Inf,-0.627401076289278,0.923290269369416,"mr_y_smri__vol__aseg__scgv_sum"
"co_longi0 - co_longi1","(ses-04A) - (ses-02A)",10187.7672673282,500.830698524263,Inf,20.3417388298027,0,"mr_y_smri__vol__aseg__stv_sum"
"co_longi0 - co_longi2","(ses-04A) - (ses-02A)",14631.0365867755,941.311186843776,Inf,15.5432515742573,0,"mr_y_smri__vol__aseg__stv_sum"
"co_longi0 - co_longi3","(ses-04A) - (ses-02A)",15321.7070676028,1194.60330557712,Inf,12.8257698568821,0,"mr_y_smri__vol__aseg__stv_sum"
"co_longi1 - co_longi2","(ses-04A) - (ses-02A)",4443.26931944732,963.375718641245,Inf,4.61218736726534,0.0000236385491535485,"mr_y_smri__vol__aseg__stv_sum"
"co_longi1 - co_longi3","(ses-04A) - (ses-02A)",5133.93980027459,1210.95022626063,Inf,4.23959605352899,0.000131577165417451,"mr_y_smri__vol__aseg__stv_sum"
"co_longi2 - co_longi3","(ses-04A) - (ses-02A)",690.670480827264,1449.45388064984,Inf,0.476503937136387,0.964283864251656,"mr_y_smri__vol__aseg__stv_sum"
"co_longi0 - co_longi1","(ses-06A) - (ses-04A)",587.349906239629,494.80616957742,Inf,1.18703028044546,0.635064713313894,"mr_y_smri__vol__aseg__stv_sum"
"co_longi0 - co_longi2","(ses-06A) - (ses-04A)",2318.64099670586,926.087991852355,Inf,2.50369405186664,0.0593262472022278,"mr_y_smri__vol__aseg__stv_sum"
"co_longi0 - co_longi3","(ses-06A) - (ses-04A)",437.728693681627,1169.33053755966,Inf,0.374341283000396,0.982118031432707,"mr_y_smri__vol__aseg__stv_sum"
"co_longi1 - co_longi2","(ses-06A) - (ses-04A)",1731.29109046623,948.769938450629,Inf,1.82477439503773,0.261569577410022,"mr_y_smri__vol__aseg__stv_sum"
"co_longi1 - co_longi3","(ses-06A) - (ses-04A)",-149.621212558002,1185.97440296447,Inf,-0.126158888576353,0.999283083932215,"mr_y_smri__vol__aseg__stv_sum"
"co_longi2 - co_longi3","(ses-06A) - (ses-04A)",-1880.91230302424,1421.29970708508,Inf,-1.32337486150741,0.54794487858003,"mr_y_smri__vol__aseg__stv_sum"
"co_longi0 - co_longi1","(ses-04A) - (ses-02A)",12057.0028471492,570.176528098275,Inf,21.146087664049,0,"mr_y_smri__vol__aseg__whb_sum"
"co_longi0 - co_longi2","(ses-04A) - (ses-02A)",16731.3219165275,1071.89719793788,Inf,15.6090732849337,0,"mr_y_smri__vol__aseg__whb_sum"
"co_longi0 - co_longi3","(ses-04A) - (ses-02A)",17862.1704841199,1360.32066089341,Inf,13.1308528919856,0,"mr_y_smri__vol__aseg__whb_sum"
"co_longi1 - co_longi2","(ses-04A) - (ses-02A)",4674.31906937824,1097.1022640666,Inf,4.26060470612108,0.000119879471602635,"mr_y_smri__vol__aseg__whb_sum"
"co_longi1 - co_longi3","(ses-04A) - (ses-02A)",5805.16763697069,1379.01003633453,Inf,4.20966308004623,0.000150127599491401,"mr_y_smri__vol__aseg__whb_sum"
"co_longi2 - co_longi3","(ses-04A) - (ses-02A)",1130.84856759245,1650.64274676867,Inf,0.685095893588252,0.902822659993491,"mr_y_smri__vol__aseg__whb_sum"
"co_longi0 - co_longi1","(ses-06A) - (ses-04A)",485.635409951868,563.428716848953,Inf,0.861928750575311,0.824471710283378,"mr_y_smri__vol__aseg__whb_sum"
"co_longi0 - co_longi2","(ses-06A) - (ses-04A)",3194.59224572407,1054.64298712692,Inf,3.02907456335233,0.0131018823976864,"mr_y_smri__vol__aseg__whb_sum"
"co_longi0 - co_longi3","(ses-06A) - (ses-04A)",262.050598771821,1331.59627573066,Inf,0.196794331396001,0.997301977799112,"mr_y_smri__vol__aseg__whb_sum"
