"contrast","session_id","estimate","SE","df","z.ratio","p.value","region"
"co_longi0 - co_longi1","ses-02A",-0.0208356110001958,0.00318116148325315,Inf,-6.54968668201297,0.00000000034589731079393,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi2","ses-02A",-0.0105643150184837,0.00593353232688264,Inf,-1.78044281828898,0.282730397634295,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi3","ses-02A",-0.0305147385419715,0.00749300444950916,Inf,-4.07243032452362,0.000271678643192774,"mr_y_smri__thk__dst__gpia"
"co_longi1 - co_longi2","ses-02A",0.0102712959817121,0.00602445273030957,Inf,1.70493428059221,0.321015880339263,"mr_y_smri__thk__dst__gpia"
"co_longi1 - co_longi3","ses-02A",-0.00967912754177573,0.00753244665101749,Inf,-1.28499118416833,0.572507242124284,"mr_y_smri__thk__dst__gpia"
"co_longi2 - co_longi3","ses-02A",-0.0199504235234878,0.00905833989252322,Inf,-2.20243706464967,0.122517566832896,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi1","ses-04A",-0.00649913134444133,0.00348192865829804,Inf,-1.86653202355332,0.242558907773216,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi2","ses-04A",0.00928812990502244,0.00632873168370204,Inf,1.46761315998615,0.457210853895028,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi3","ses-04A",-0.00646479805363962,0.00794385673680315,Inf,-0.813811007402589,0.847982828998988,"mr_y_smri__thk__dst__gpia"
"co_longi1 - co_longi2","ses-04A",0.0157872612494638,0.00637776479122752,Inf,2.47535959168309,0.0637973092435964,"mr_y_smri__thk__dst__gpia"
"co_longi1 - co_longi3","ses-04A",0.0000343332908017099,0.00793083886103422,Inf,0.00432908692299828,0.999999970859899,"mr_y_smri__thk__dst__gpia"
"co_longi2 - co_longi3","ses-04A",-0.0157529279586621,0.00954421271505436,Inf,-1.65052146562225,0.350264531671933,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi1","ses-06A",-0.00520184128322353,0.00346419365021982,Inf,-1.50160233764456,0.436482075506325,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi2","ses-06A",0.00620126193415062,0.0060275707512246,Inf,1.02881611682297,0.732526146234954,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi3","ses-06A",-0.00826341024642835,0.0075501385368858,Inf,-1.09447134063274,0.692930706556733,"mr_y_smri__thk__dst__gpia"
"co_longi1 - co_longi2","ses-06A",0.0114031032173742,0.00600473225809075,Inf,1.89901942788701,0.228396345008849,"mr_y_smri__thk__dst__gpia"
"co_longi1 - co_longi3","ses-06A",-0.00306156896320481,0.00745397780004134,Inf,-0.41072955210409,0.976628564008931,"mr_y_smri__thk__dst__gpia"
"co_longi2 - co_longi3","ses-06A",-0.014464672180579,0.00896563465989912,Inf,-1.61334615219997,0.370990579595729,"mr_y_smri__thk__dst__gpia"
"co_longi0 - co_longi1","ses-02A",-0.0262812410259376,0.00325845096677196,Inf,-8.06556283766134,0.0000000000000552891066263328,"mr_y_smri__thk__dst__gpis"
"co_longi0 - co_longi2","ses-02A",-0.0232079431830599,0.0060783855422595,Inf,-3.81810976314491,0.000775397500060171,"mr_y_smri__thk__dst__gpis"
"co_longi0 - co_longi3","ses-02A",-0.0324627067630851,0.00767539537769079,Inf,-4.2294507534349,0.000137606344087216,"mr_y_smri__thk__dst__gpis"
"co_longi1 - co_longi2","ses-02A",0.00307329784287773,0.00617169193997356,Inf,0.497966825429544,0.959549379840652,"mr_y_smri__thk__dst__gpis"
"co_longi1 - co_longi3","ses-02A",-0.00618146573714747,0.0077160507186124,Inf,-0.801117820835047,0.853925553198543,"mr_y_smri__thk__dst__gpis"
"co_longi2 - co_longi3","ses-02A",-0.0092547635800252,0.00927934318027604,Inf,-0.997351148699503,0.750920476883371,"mr_y_smri__thk__dst__gpis"
"co_longi0 - co_longi1","ses-04A",-0.0135717174526087,0.00356427685876311,Inf,-3.80770573959241,0.000808252853144675,"mr_y_smri__thk__dst__gpis"
"co_longi0 - co_longi2","ses-04A",-0.00239137584328446,0.00647936741007763,Inf,-0.369075511841643,0.982837194059236,"mr_y_smri__thk__dst__gpis"
"co_longi0 - co_longi3","ses-04A",-0.01633069801681,0.00813285520833261,Inf,-2.00799074844935,0.184936682292382,"mr_y_smri__thk__dst__gpis"
